Direction,District,Elevator,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,Year 
 南 ,滨江区政府, 有电梯,26,星光国际公馆  ,103102521669, 1室1厅 ,150,滨江, 精装 ,53.9,2012
 北 ,彩虹城, 有电梯,26,盛元慧谷  ,103102649829, 1室1厅 ,155,滨江, 精装 ,47.56,2008
 西 北 ,滨江区政府, 有电梯,23,江南星座  ,103102728416, 1室1厅 ,200,滨江, 精装 ,87.07,2009
 南 ,滨江区政府, 有电梯,22,汉峰峰公馆  ,103102848777, 1室1厅 ,180,滨江, 精装 ,50.66,2013
 南 ,彩虹城, 有电梯,28,龙禧大酒店  ,103102448386, 1室1厅 ,270,滨江, 精装 ,50.66,2003
 南 ,彩虹城, 有电梯,33,太阳国际公寓  ,103102481613, 1室1厅 ,315,滨江, 精装 ,62.52,2007
 南 ,奥体, 有电梯,33,龙湖春江彼岸  ,103102677960, 3室2厅 ,520,滨江, 毛坯 ,88.98,2015
 南 ,彩虹城, 有电梯,45,钱塘帝景  ,103102724251, 2室2厅 ,550,滨江, 毛坯 ,88.98,2013
,彩虹城,,26,盛元慧谷  ,103102242388, 1室1厅 ,140,滨江,,,2008
 北 ,滨江区政府, 有电梯,23,江南星座  ,103102505853, 1室1厅 ,170,滨江, 简装 ,83.45,2009
 南 ,浦沿, 有电梯,18,滨文苑  ,103102247463, 3室2厅 ,450,滨江, 精装 ,132.6,2006
 南 北 ,浦沿, 无电梯,6,时代长岛之春  ,103102295434, 3室2厅 ,340,滨江, 简装 ,103.02,2005
 南 ,彩虹城, 有电梯,32,天寓  ,103102407132, 2室2厅 ,675,滨江, 精装 ,144.88,2007
 南 北 ,白马湖,,18,白马湖小区凤凰苑  ,103102411981, 4室2厅 ,445,滨江, 精装,156.48,
 西南 ,滨江区政府, 有电梯,25,新州花苑  ,103102428724, 3室2厅 ,680,滨江, 精装 ,150,2004
 南 ,滨江区政府, 有电梯,34,寰宇天下  ,103102467217, 2室1厅 ,520,滨江, 简装 ,89.29,2014
 南 ,白马湖, 有电梯,27,江南铭庭  ,103102528770, 2室2厅 ,355,滨江, 精装 ,88.35,2012
 南 北 ,白马湖,,6,白马湖小区孔雀苑  ,103102538762, 4室2厅 ,370,滨江, 简装,82.61,2009
 南 北 ,长河, 有电梯,18,南岸晶都花园  ,103102572518, 3室2厅 ,450,滨江, 精装 ,136,2007
 南 北 ,滨江区政府, 有电梯,18,温馨人家  ,103102588999, 2室2厅 ,485,滨江, 精装 ,136,2005
 南 ,彩虹城, 有电梯,32,天寓  ,103102594076, 3室2厅 ,570,滨江, 精装 ,137.56,2007
 南 ,白马湖, 有电梯,27,江南铭庭  ,103102652193, 2室2厅 ,330,滨江, 精装 ,137.56,2012
 南 北 ,白马湖, 有电梯,20,风景蝶院留园  ,103102663136, 2室2厅 ,360,滨江, 其他 ,83.57,2011
 南 ,滨江区政府, 无电梯,6,温馨人家  ,103102668837, 3室2厅 ,620,滨江, 简装 ,136,2005
 南 ,滨江区政府, 有电梯,33,欣盛东方郡东区  ,103102668852, 2室2厅 ,500,滨江, 精装 ,87.63,2009
 南 ,长河, 有电梯,26,南岸晶都花园  ,103102675731, 3室1厅 ,465,滨江, 简装 ,131.09,2007
 南 ,西兴, 有电梯,17,温兴风情苑  ,103102680451, 3室2厅 ,480,滨江, 精装 ,136.48,2007
 南 北 ,白马湖, 有电梯,20,风景蝶院留园  ,103102682704, 2室2厅 ,360,滨江, 精装 ,87.8,2011
 南 ,滨江区政府, 有电梯,30,欣盛东方郡东区  ,103102694388, 2室1厅 ,480,滨江, 简装 ,87.15,2009
 西南 ,滨江区政府, 有电梯,30,绿城明月江南  ,103102703724, 2室2厅 ,588,滨江, 精装 ,85.47,2014
 南 ,白马湖, 有电梯,25,保亿风景蝶院观园  ,103102706706, 2室1厅 ,345,滨江, 简装 ,85.3,2010
 南 ,滨江区政府, 有电梯,29,江南豪园  ,103102720884, 4室2厅 ,720,滨江, 简装 ,179,2005
 南 ,白马湖, 有电梯,20,风景蝶院留园  ,103102724271, 2室2厅 ,362,滨江, 精装 ,84.09,2011
 南 ,滨江区政府, 有电梯,34,寰宇天下  ,103102730623, 2室1厅 ,510,滨江, 毛坯 ,89.84,2014
 南 ,滨江区政府, 有电梯,34,寰宇天下  ,103102759772, 2室1厅 ,530,滨江, 毛坯 ,89.84,2014
 南 ,彩虹城, 有电梯,31,太阳国际公寓  ,103101327097, 3室2厅 ,660,滨江, 毛坯 ,129.1,2007
 南 北 ,长河, 有电梯,33,银泰海威国际  ,103102341767, 2室2厅 ,710,滨江, 精装 ,156,2009
 南 ,滨江区政府, 有电梯,34,寰宇天下  ,103102392034, 2室1厅 ,510,滨江, 简装 ,89.74,2014
 南 ,彩虹城, 有电梯,28,彩虹城  ,103102521320, 3室2厅 ,530,滨江, 简装 ,128.31,2007
 南 ,滨江区政府, 有电梯,18,绿城明月江南  ,103102531809, 2室2厅 ,585,滨江, 简装 ,128.31,2014
 南 北 ,彩虹城, 有电梯,31,太阳国际公寓  ,103102537251, 3室2厅 ,650,滨江, 简装 ,129.61,2007
 南 ,彩虹城, 有电梯,18,中兴和园  ,103102541219, 2室2厅 ,296,滨江, 简装 ,81.96,2009
 南 ,滨江区政府, 有电梯,33,欣盛东方郡东区  ,103102551871, 2室1厅 ,520,滨江, 精装 ,87.55,2009
 南 北 ,彩虹城, 有电梯,20,彩虹城  ,103102554663, 3室2厅 ,640,滨江, 精装 ,151,2007
 东南 南 北 ,滨江区政府, 有电梯,16,温馨人家  ,103102560322, 3室2厅 ,675,滨江, 精装 ,136,2005
 南 ,白马湖, 有电梯,20,风景蝶院留园  ,103102579888, 2室1厅 ,345,滨江, 精装 ,88.89,2011
 南 ,滨江区政府, 有电梯,30,欣盛东方郡东区  ,103102583590, 2室1厅 ,475,滨江, 精装 ,88.89,2009
 南 北 ,浦沿, 有电梯,8,钱江湾花园  ,103102583977, 3室2厅 ,445,滨江, 简装 ,107,2003
 南 ,长河, 有电梯,26,南岸晶都花园  ,103102585850, 2室1厅 ,405,滨江, 精装 ,102,2007
 南 北 ,滨江区政府, 有电梯,23,铂金时代公寓  ,103102595467, 3室2厅 ,700,滨江, 精装 ,134.9,2009
 东南 ,彩虹城, 有电梯,30,彩虹城  ,103102613656, 3室2厅 ,675,滨江, 精装 ,139.42,2007
 东南 ,滨江区政府, 有电梯,33,寰宇天下  ,103102614769, 2室1厅 ,485,滨江, 精装 ,139.42,2014
 南 ,浦沿, 有电梯,30,星汇荣邸  ,103102617406, 3室1厅 ,375,滨江, 精装 ,89.41,2011
 南 ,滨江区政府, 有电梯,22,江南豪园  ,103102628577, 3室2厅 ,720,滨江, 精装 ,147.75,2005
 南 ,滨江区政府, 有电梯,19,钱塘春晓  ,103102657645, 4室2厅 ,710,滨江, 精装 ,157.02,2005
 南 ,浦沿, 有电梯,27,金盛曼城  ,103102662364, 2室1厅 ,328,滨江, 简装 ,85.13,2010
 南 北 ,滨江区政府, 有电梯,34,寰宇天下  ,103102743737, 2室2厅 ,460,滨江, 简装 ,89.21,2014
 南 ,滨江区政府, 有电梯,18,江南豪园  ,103102748717, 2室2厅 ,558,滨江, 毛坯 ,111.59,2005
 西 ,滨江区政府, 有电梯,15,倾城之恋  ,103102187312, 4室2厅 ,768,滨江, 精装 ,160.12,2005
 南 ,滨江区政府,,18,中赢康康谷  ,103102029642, 1室2厅 ,210,滨江, 精装,45.34,2017
 北 ,滨江区政府, 有电梯,22,汉峰峰公馆  ,103102447491, 1室1厅 ,190,滨江, 精装 ,50.66,2013
 南 北 ,白马湖, 有电梯,12,湖漫雅筑  ,103102649585, 3室2厅 ,410,滨江, 精装 ,89.56,2015
 南 ,长河, 有电梯,27,铂金名筑  ,103102650292, 4室2厅 ,525,滨江, 精装 ,111.93,2015
 南 ,彩虹城, 无电梯,6,临江花园  ,103102679084, 3室2厅 ,420,滨江, 简装 ,105.31,2005
 南 北 ,滨江区政府, 有电梯,14,倾城之恋  ,103102751601, 3室2厅 ,585,滨江, 其他 ,113.58,2005
 南 ,西兴, 有电梯,21,玲珑府  ,103102148892, 3室2厅 ,178,滨江, 精装 ,49.13,2016
 南 北 ,彩虹城, 有电梯,16,银色港湾公寓  ,103102197156, 5室3厅 ,880,滨江, 精装 ,230.65,2006
 南 ,浦沿, 有电梯,11,贺田尚城  ,103102528436, 1室1厅 ,230,滨江, 精装 ,52.44,2003
 东 东南 ,滨江区政府, 有电梯,20,星耀城  ,103102823289, 3室1厅 ,270,滨江, 精装 ,61.3,2014
 南 ,滨江区政府, 有电梯,18,欣盛东方郡东区  ,103102339936, 2室2厅 ,500,滨江, 简装 ,88.61,2009
 南 ,滨江区政府, 有电梯,30,瑞立中央花城  ,103102568140, 4室1厅 ,750,滨江, 精装 ,139.35,2009
 南 ,浦沿, 有电梯,18,江南文苑  ,103102682981, 2室2厅 ,360,滨江, 精装 ,139.35,2010
 南 北 ,长河, 有电梯,18,锦绣江南  ,103102246963, 4室2厅 ,780,滨江, 精装 ,173.19,2008
 南 ,彩虹城, 有电梯,29,临江花园  ,103102483165, 4室2厅 ,550,滨江, 简装 ,171,2005
 南 ,滨江区政府, 有电梯,33,欣盛东方郡东区  ,103102604704, 2室2厅 ,490,滨江, 简装 ,86.93,2009
 南 ,奥体, 有电梯,33,莱蒙水榭春天  ,103102639594, 3室2厅 ,515,滨江, 毛坯 ,85.88,2016
 南 ,滨江区政府, 有电梯,28,倾城之恋  ,103100494176, 4室2厅 ,1159,滨江, 精装 ,253.69,2005
 南 ,彩虹城, 有电梯,20,临江花园  ,103102587253, 3室2厅 ,555,滨江, 精装 ,164.26,2005
 南 北 ,滨江区政府, 有电梯,29,江南豪园  ,103102610153, 4室2厅 ,830,滨江, 精装 ,180.8,2005
 南 ,长河, 有电梯,32,半岛国际  ,103102170195, 3室2厅 ,700,滨江, 毛坯 ,128.44,2014
 南 ,滨江区政府, 有电梯,18,海威钱塘之星  ,103102490093, 2室2厅 ,299,滨江, 毛坯 ,128.44,2016
 南 ,奥体, 有电梯,33,龙湖春江彼岸  ,103102310161, 3室2厅 ,550,滨江, 毛坯 ,128.44,2015
 南 ,滨江区政府, 有电梯,27,欣盛东方郡东区  ,103102358149, 2室2厅 ,490,滨江, 简装 ,86.87,2009
 东 南 北 ,滨江区政府, 有电梯,34,寰宇天下  ,103102797605, 2室2厅 ,540,滨江, 精装 ,89.21,2014
 南 北 ,浦沿, 有电梯,11,滨文苑  ,103102830180, 3室2厅 ,357,滨江, 毛坯 ,117.17,2006
 南 ,滨江区政府,,18,中赢康康谷  ,103102848745, 2室1厅 ,215,滨江, 精装,46.49,2017
 南 北 ,长河, 有电梯,23,仁苑  ,103102855126, 4室1厅 ,593,滨江, 简装 ,136.25,2009
 南 北 ,滨江区政府, 有电梯,10,欣盛东方郡西区  ,103102876967, 3室2厅 ,750,滨江, 精装 ,134.35,2010
 南 ,浦沿, 有电梯,11,贺田尚城  ,103101626706, 4室2厅 ,880,滨江, 精装 ,276,2003
 南 ,浦沿,,6,新浦苑  ,103102536566, 1室2厅 ,205,滨江, 简装,45.04,2000
 东 ,浦沿, 有电梯,22,积家  ,103102470101, 1室1厅 ,150,滨江, 精装 ,40.07,2014
 南 ,滨江区政府, 有电梯,27,君尚金座  ,103102515037, 3室2厅 ,320,滨江, 精装 ,70.2,2012
 南 ,滨江区政府, 有电梯,28,江南豪园  ,103101869512, 4室2厅 ,630,滨江, 简装 ,182.1,2005
 南 北 ,白马湖, 有电梯,23,江南铭庭  ,103102292696, 2室2厅 ,320,滨江, 精装 ,87.58,2012
 南 ,浦沿, 有电梯,18,金盛曼城  ,103102485784, 2室2厅 ,350,滨江, 精装 ,87.82,2010
 西 北 ,西兴, 有电梯,11,云厦连园  ,103102506548, 2室2厅 ,425,滨江, 精装 ,87.94,2010
 南 ,滨江区政府, 有电梯,15,新州花苑  ,103102537517, 3室2厅 ,535,滨江, 精装 ,111.78,2004
 南 ,长河, 有电梯,33,银泰海威国际  ,103102559762, 4室2厅 ,860,滨江, 精装 ,161.88,2009
 南 ,西兴, 无电梯,6,温兴风情苑  ,103102567934, 4室2厅 ,575,滨江, 其他 ,161.39,2007
 南 北 ,彩虹城, 有电梯,45,钱塘帝景  ,103102577914, 2室1厅 ,440,滨江, 简装 ,87.53,2013
 南 北 ,滨江区政府, 有电梯,29,江南豪园  ,103102618430, 4室2厅 ,840,滨江, 其他 ,181.08,2005
 南 ,滨江区政府, 有电梯,18,江南豪园  ,103102630773, 3室2厅 ,550,滨江, 精装 ,112,2005
 西南 ,彩虹城, 有电梯,18,江涛阁  ,103102653262, 3室1厅 ,450,滨江, 精装 ,112.51,2008
 南 北 ,彩虹城, 有电梯,31,彩虹豪庭  ,103102664292, 5室1厅 ,1800,滨江, 其他 ,242.67,2011
 南 北 ,彩虹城, 有电梯,34,钱江水晶城  ,103101580826, 3室2厅 ,620,滨江, 精装 ,89.36,2011
 南 ,浦沿, 有电梯,33,观邸国际  ,103102019121, 3室2厅 ,425,滨江, 精装 ,109.72,2008
 南 ,白马湖, 有电梯,20,风景蝶院留园  ,103102102343, 1室1厅 ,210,滨江, 简装 ,55.21,2011
 南 北 ,长河, 无电梯,5,滨兴东苑  ,103102115074, 3室2厅 ,335,滨江, 精装 ,81.55,2007
 南 北 ,浦沿, 有电梯,18,滨文苑  ,103102116130, 3室2厅 ,415,滨江, 精装 ,132.6,2006
 南 ,长河, 有电梯,44,半岛国际  ,103102341967, 2室1厅 ,450,滨江, 其他 ,76.08,2014
 南 ,长河, 有电梯,44,半岛国际  ,103102341980, 2室1厅 ,450,滨江, 其他 ,86.81,2014
 南 ,彩虹城, 有电梯,6,临江花园  ,103102403572, 3室2厅 ,328,滨江, 其他 ,86.81,2005
 南 ,浦沿, 有电梯,18,金盛曼城  ,103102431411, 2室2厅 ,340,滨江, 简装 ,88.34,2010
 南 ,滨江区政府, 有电梯,18,温馨人家  ,103102437127, 3室2厅 ,650,滨江, 毛坯 ,144.68,2005
 南 ,长河, 有电梯,28,半岛国际  ,103102594242, 3室2厅 ,530,滨江, 精装 ,86.7,2014
 南 ,奥体, 有电梯,33,龙湖春江彼岸  ,103102622223, 4室2厅 ,960,滨江, 精装 ,159.11,2015
 南 ,长河, 有电梯,34,半岛国际  ,103102637685, 3室2厅 ,500,滨江, 精装 ,88.33,2014
,浦沿,,31,银爵世纪公寓  ,103102384243, 2室2厅 ,380,滨江,,,2009
 南 ,浦沿, 有电梯,30,天鸿君邑  ,103102487516, 2室2厅 ,400,滨江, 精装 ,87.39,2010
 南 ,长河, 无电梯,6,长兴苑小区  ,103102501017, 2室1厅 ,305,滨江, 精装 ,99.87,2006
 南 ,浦沿, 有电梯,30,天鸿君邑  ,103102582457, 2室2厅 ,388,滨江, 精装 ,87.39,2010
 南 北 ,彩虹城, 有电梯,31,太阳国际公寓  ,103102595193, 2室1厅 ,442,滨江, 简装 ,85.34,2007
 南 ,滨江区政府, 有电梯,30,瑞立中央花城  ,103102637011, 3室2厅 ,750,滨江, 毛坯 ,136.52,2009
 南 ,滨江区政府, 有电梯,33,欣盛东方郡西区  ,103102645383, 2室1厅 ,550,滨江, 简装 ,89.12,2010
 南 ,白马湖, 有电梯,27,江南铭庭  ,103102662453, 2室2厅 ,365,滨江, 简装 ,89.12,2012
 南 ,滨江区政府, 有电梯,33,欣盛东方郡西区  ,103102684116, 2室1厅 ,555,滨江, 精装 ,88.88,2010
 南 ,长河, 有电梯,19,白金海岸  ,103102741687, 2室2厅 ,490,滨江, 精装 ,96.58,2006
 南 ,西兴, 有电梯,24,瑞立东方花城  ,103102859901, 2室1厅 ,420,滨江, 精装 ,96.58,2015
 南 ,滨江区政府, 有电梯,26,荣安望江南  ,103102886551, 2室2厅 ,550,滨江, 精装 ,87.77,2013
 南 ,长河, 有电梯,25,铂金名筑  ,103102888253, 3室1厅 ,375,滨江, 其他 ,86.38,2015
 南 北 ,滨江区政府, 有电梯,14,新州花苑  ,103102904871, 2室2厅 ,460,滨江, 简装 ,101.3,2004
 南 北 ,彩虹城, 有电梯,21,潮人汇  ,103102472008, 2室1厅 ,168,滨江, 简装 ,101.3,
 南 ,长河, 有电梯,15,水印城  ,103102612485, 2室1厅 ,380,滨江, 精装 ,62.19,2008
 南 ,白马湖, 有电梯,20,风景蝶院留园  ,103101990298, 2室2厅 ,310,滨江, 简装 ,83.57,2011
 南 ,白马湖, 有电梯,20,风景蝶院留园  ,103102341379, 3室1厅 ,350,滨江, 精装 ,87.47,2011
 南 ,浦沿, 有电梯,29,星汇荣邸  ,103102428913, 3室1厅 ,343,滨江, 精装 ,87.16,2011
 南 ,浦沿, 有电梯,27,金盛曼城  ,103102449062, 2室1厅 ,340,滨江, 简装 ,85.13,2010
 南 西 ,浦沿, 有电梯,7,钱江湾花园  ,103102315736, 4室2厅 ,690,滨江, 精装 ,166.02,2003
 南 北 ,西兴, 有电梯,24,瑞立东方花城  ,103102448939, 2室2厅 ,390,滨江, 毛坯 ,88.22,2015
 南 北 ,浦沿, 有电梯,16,贺田尚城  ,103102513677, 4室2厅 ,535,滨江, 毛坯 ,140.14,2003
 南 ,浦沿, 无电梯,6,时代长岛之春  ,103102546364, 3室2厅 ,365,滨江, 精装 ,114.67,2005
 南 北 ,浦沿, 有电梯,11,滨文苑  ,103102579655, 3室2厅 ,333,滨江, 简装 ,117.05,2006
 南 北 ,浦沿, 有电梯,34,中海钱塘山水  ,103102851912, 3室1厅 ,420,滨江, 简装 ,117.05,2009
 东 ,滨江区政府, 有电梯,22,汉峰峰公馆  ,103101216840, 1室1厅 ,178,滨江, 精装 ,57.65,2013
 西南 ,彩虹城, 有电梯,18,彩虹城  ,103102375795, 4室2厅 ,1010,滨江, 精装 ,202,2007
 南 ,彩虹城, 有电梯,10,彩虹城  ,103102402914, 4室2厅 ,718,滨江, 简装 ,162.37,2007
 南 ,浦沿, 无电梯,6,时代长岛之春  ,103102505425, 2室2厅 ,315,滨江, 精装 ,80.92,2005
 南 ,浦沿, 无电梯,11,江南文苑  ,103102511840, 1室2厅 ,310,滨江, 精装 ,80.92,2010
 南 北 ,彩虹城, 有电梯,28,彩虹城  ,103102566969, 3室2厅 ,880,滨江, 精装 ,156,2006
 南 ,奥体, 有电梯,33,龙湖春江彼岸  ,103102573445, 3室2厅 ,668,滨江, 精装 ,101.47,2015
 南 ,长河, 无电梯,6,中南公寓  ,103102575499, 2室2厅 ,380,滨江, 精装 ,81.6,1996
 南 北 ,西兴, 有电梯,17,温兴风情苑  ,103102578826, 2室1厅 ,370,滨江, 精装 ,93.01,2007
 南 ,长河, 有电梯,18,白金海岸  ,103102585782, 2室2厅 ,475,滨江, 精装 ,93.57,2006
 南 北 ,滨江区政府, 有电梯,27,欣盛东方郡东区  ,103102591842, 2室1厅 ,488,滨江, 精装 ,86.78,2009
 南 ,浦沿, 有电梯,26,江南文苑  ,103102592613, 2室2厅 ,375,滨江, 精装 ,87.66,2010
 南 ,彩虹城, 有电梯,23,彩虹城  ,103102643284, 3室2厅 ,740,滨江, 精装 ,148.03,2006
 东 南 北 ,彩虹城, 有电梯,24,彩虹城  ,103102354321, 5室2厅 ,1226,滨江, 精装 ,242.94,2006
 南 ,浦沿, 有电梯,33,观邸国际  ,103102851202, 3室2厅 ,380,滨江, 精装 ,109.72,2008
 南 ,浦沿, 有电梯,20,万科逸天广场  ,103100894448, 4室2厅 ,770,滨江, 精装 ,167.93,2007
 南 ,白马湖, 有电梯,20,风景蝶院留园  ,103102717168, 1室1厅 ,208,滨江, 其他 ,55.19,2011
 南 ,西兴, 有电梯,21,玲珑府  ,103102703214, 3室1厅 ,170,滨江, 精装 ,47.43,2016
 南 ,长河, 无电梯,6,长兴苑小区  ,103102037157, 3室2厅 ,392,滨江, 简装 ,119.48,2006
 南 北 ,白马湖, 有电梯,27,江南铭庭  ,103102146748, 2室2厅 ,360,滨江, 毛坯 ,86.61,2012
 南 北 ,彩虹城, 有电梯,32,天寓  ,103102249641, 3室2厅 ,650,滨江, 精装 ,141.3,2007
,浦沿,,29,星汇荣邸  ,103102528418, 3室2厅 ,350,滨江,,,2011
 南 ,滨江区政府, 有电梯,18,温馨人家  ,103102565662, 2室2厅 ,478,滨江, 精装 ,90.2,2005
 南 ,浦沿, 有电梯,18,金盛曼城  ,103102576004, 2室1厅 ,360,滨江, 精装 ,86.48,2010
 东南 南 ,彩虹城, 有电梯,33,太阳国际公寓  ,103102596446, 1室1厅 ,320,滨江, 精装 ,61.52,2007
 西南 ,彩虹城, 有电梯,18,江涛阁  ,103102598211, 3室2厅 ,445,滨江, 精装 ,124.71,2008
 南 ,长河, 有电梯,18,南岸晶都花园  ,103102711205, 3室2厅 ,490,滨江, 精装 ,136.08,2007
 南 北 ,白马湖, 有电梯,25,保亿风景蝶院观园  ,103102753303, 2室2厅 ,335,滨江, 简装 ,88.28,2010
 南 北 ,彩虹城, 有电梯,18,彩虹城  ,103102308591, 4室2厅 ,1030,滨江, 精装 ,195.31,2007
 南 北 ,西兴, 无电梯,6,温兴风情苑  ,103102313687, 4室2厅 ,479,滨江, 精装 ,144.4,2007
 东 ,长河, 有电梯,16,东方商务会馆  ,103102413568, 1室2厅 ,135,滨江, 精装 ,41.12,2000
 南 ,彩虹城, 无电梯,5,钱塘景苑  ,103102539971, 3室2厅 ,570,滨江, 简装 ,138.86,2000
 南 北 ,彩虹城, 有电梯,32,天寓  ,103101826217, 5室2厅 ,798,滨江, 精装 ,174.73,2007
 南 北 ,滨江区政府, 有电梯,11,中兴花园百合苑  ,103101852463, 3室2厅 ,550,滨江, 精装 ,112.93,2009
 南 ,浦沿, 有电梯,16,贺田尚城  ,103102060395, 2室2厅 ,435,滨江, 精装 ,100.32,2003
 南 ,彩虹城, 有电梯,32,天寓  ,103102183003, 3室2厅 ,690,滨江, 精装 ,137.56,2007
 南 ,浦沿, 有电梯,11,贺田尚城  ,103102420002, 2室1厅 ,250,滨江, 精装 ,51.04,2003
 南 ,浦沿, 有电梯,31,银爵世纪公寓  ,103102544335, 2室1厅 ,365,滨江, 精装 ,51.04,2009
 南 北 ,浦沿, 有电梯,32,天鸿君邑  ,103102551550, 3室2厅 ,600,滨江, 精装 ,137.17,2010
 南 北 ,浦沿,,6,新浦路  ,103102554640, 2室1厅 ,225,滨江, 简装,57.1,
 南 ,浦沿, 有电梯,10,贺田尚城  ,103102593669, 2室2厅 ,395,滨江, 精装 ,99.07,2003
 南 北 ,彩虹城, 有电梯,34,钱江水晶城  ,103102598125, 3室2厅 ,595,滨江, 精装 ,89.36,2011
 南 北 ,浦沿, 无电梯,6,浦沿教工宿舍  ,103102604960, 2室2厅 ,270,滨江, 精装 ,83.79,2000
 南 ,滨江区政府, 有电梯,18,温馨人家  ,103102611186, 3室2厅 ,575,滨江, 精装 ,123.18,2005
 南 ,白马湖, 有电梯,25,保亿风景蝶院观园  ,103102646543, 2室2厅 ,348,滨江, 精装 ,82.28,2010
 南 北 ,滨江区政府, 有电梯,28,倾城之恋  ,103102715123, 4室2厅 ,720,滨江, 精装 ,152.3,2005
 南 北 ,白马湖, 有电梯,20,风景蝶院留园  ,103102726264, 3室2厅 ,510,滨江, 精装 ,120.56,2011
 南 北 ,滨江区政府, 有电梯,33,欣盛东方郡西区  ,103102860161, 2室1厅 ,485,滨江, 精装 ,120.56,2010
 南 西南 ,滨江区政府, 有电梯,27,君尚金座  ,103101905474, 2室2厅 ,253,滨江, 精装 ,61.08,2012
 南 ,滨江区政府, 有电梯,16,中兴花园  ,103101945898, 3室2厅 ,550,滨江, 简装 ,128.99,2000
 东 ,浦沿, 有电梯,22,积家  ,103102519600, 1室2厅 ,130,滨江, 精装 ,40.7,2014
 南 北 ,长河, 有电梯,33,同人春江时代花园  ,103101962492, 4室2厅 ,725,滨江, 简装 ,171,2008
 南 ,长河, 有电梯,33,银泰海威国际  ,103102559713, 3室2厅 ,690,滨江, 毛坯 ,132.83,2009
 南 ,滨江区政府, 有电梯,20,中兴花园百合苑  ,103102591561, 2室2厅 ,490,滨江, 精装 ,99.89,2009
 南 ,长河, 有电梯,26,水印城  ,103101784096, 3室2厅 ,580,滨江, 精装 ,142.5,2008
 南 北 ,滨江区政府, 有电梯,26,钱塘春晓  ,103102230020, 3室2厅 ,635,滨江, 精装 ,153,2006
 南 ,浦沿, 有电梯,31,银爵世纪公寓  ,103102462558, 2室1厅 ,365,滨江, 精装 ,89.21,2009
 南 ,滨江区政府, 有电梯,30,瑞立中央花城  ,103102476113, 3室2厅 ,710,滨江, 精装 ,137.6,2009
 南 ,白马湖, 有电梯,27,江南铭庭  ,103102517715, 2室2厅 ,330,滨江, 精装 ,86.61,2012
 南 ,白马湖, 有电梯,20,风景蝶院留园  ,103102534421, 2室1厅 ,355,滨江, 精装 ,83.78,2011
 西南 ,浦沿, 有电梯,18,江南文苑  ,103102544462, 3室2厅 ,545,滨江, 精装 ,137,2010
 南 ,浦沿, 有电梯,18,金盛曼城  ,103102639703, 3室2厅 ,360,滨江, 精装 ,88.63,2010
 南 北 ,浦沿, 有电梯,11,江南文苑  ,103102642603, 2室2厅 ,335,滨江, 精装 ,74.74,2010
 南 北 ,白马湖, 有电梯,20,风景蝶院留园  ,103102823003, 2室1厅 ,350,滨江, 简装 ,88.86,2011
 南 ,滨江区政府, 有电梯,16,钱塘滨和花园  ,103102912936, 3室2厅 ,625,滨江, 简装 ,139.3,2010
 南 ,浦沿, 有电梯,13,超级星期天  ,103102435623, 2室1厅 ,230,滨江, 简装 ,75.97,2008
 南 ,浦沿, 有电梯,11,贺田尚城  ,103102528428, 3室2厅 ,580,滨江, 简装 ,136.45,2003
 南 ,浦沿, 有电梯,26,金盛曼城  ,103102497267, 2室2厅 ,330,滨江, 简装 ,85.59,2010
 南 ,滨江区政府, 有电梯,33,欣盛东方郡西区  ,103102571524, 2室2厅 ,460,滨江, 简装 ,89.28,2010
 南 ,彩虹城, 有电梯,12,钱塘景苑  ,103102626648, 5室2厅 ,560,滨江, 简装 ,182.47,2000
 南 ,滨江区政府, 有电梯,10,欣盛东方郡西区  ,103102656224, 3室2厅 ,700,滨江, 毛坯 ,136.78,2010
 南 ,滨江区政府, 有电梯,26,钱塘春晓  ,103102784057, 3室2厅 ,650,滨江, 精装 ,146.35,2005
 南 ,彩虹城, 有电梯,31,彩虹豪庭  ,103102785727, 3室2厅 ,950,滨江, 精装 ,156,2011
 东 ,长河, 有电梯,16,东方商务会馆  ,103102860288, 2室1厅 ,125,滨江, 简装 ,45.32,2000
 南 北 ,长河, 有电梯,13,白金海岸  ,103101863811, 3室2厅 ,638,滨江, 毛坯 ,143.3,2006
 南 北 ,滨江区政府, 无电梯,6,欣盛东方郡西区  ,103102153689, 2室2厅 ,520,滨江, 精装 ,88.35,2010
 南 北 ,浦沿, 无电梯,11,浦沿公寓  ,103102270630, 3室2厅 ,330,滨江, 精装 ,88.35,2008
 南 ,白马湖, 有电梯,23,江南铭庭  ,103102284030, 2室1厅 ,305,滨江, 简装 ,87.97,2012
 南 北 ,长河, 有电梯,28,半岛国际  ,103102430446, 3室2厅 ,485,滨江, 简装 ,86.18,2014
 南 ,浦沿, 无电梯,6,浦沿电化宿舍  ,103102462670, 3室2厅 ,240,滨江, 精装 ,57.1,1995
 南 北 ,西兴, 有电梯,12,云厦连园  ,103102463991, 2室2厅 ,405,滨江, 精装 ,88.15,2010
 南 ,浦沿, 有电梯,32,东和云第  ,103102275658, 3室2厅 ,340,滨江, 精装 ,85.78,2014
 南 ,浦沿, 有电梯,18,金盛曼城  ,103102487479, 2室2厅 ,355,滨江, 精装 ,88.38,2010
 南 ,彩虹城, 有电梯,30,彩虹城  ,103101996832, 4室2厅 ,795,滨江, 毛坯 ,174,2007
